姓文字数,姓画数組み合わせ,名文字数,名画数組み合わせ,天格画数,天格スコア,地格画数,地格スコア,人格画数,人格スコア,外格画数,外格スコア,仕事運画数,仕事運スコア,家庭運画数,家庭運スコア,総格画数,総格スコア,総合点数
4,"(3, 2, 1, 9)",4,"(6, 1, 2, 7)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(3, 2, 1, 9)",4,"(6, 1, 3, 6)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(3, 2, 1, 9)",4,"(6, 1, 4, 5)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(3, 2, 1, 9)",4,"(6, 1, 5, 4)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(3, 2, 1, 9)",4,"(6, 1, 6, 3)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(3, 2, 1, 9)",4,"(6, 1, 7, 2)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(3, 2, 1, 9)",4,"(6, 1, 8, 1)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(3, 2, 4, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 2, 4, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 2, 4, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 2, 4, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 2, 4, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 3, 3, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 3, 3, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 3, 3, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 3, 3, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 3, 3, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 4, 2, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 4, 2, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 4, 2, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 4, 2, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 4, 2, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 5, 1, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 5, 1, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 5, 1, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 5, 1, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 5, 1, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(4, 1, 1, 9)",4,"(6, 1, 1, 8)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(4, 1, 1, 9)",4,"(6, 1, 2, 7)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(4, 1, 1, 9)",4,"(6, 1, 3, 6)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(4, 1, 1, 9)",4,"(6, 1, 4, 5)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(4, 1, 1, 9)",4,"(6, 1, 5, 4)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(4, 1, 1, 9)",4,"(6, 1, 6, 3)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(4, 1, 1, 9)",4,"(6, 1, 7, 2)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(4, 1, 1, 9)",4,"(6, 1, 8, 1)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(4, 1, 4, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(4, 1, 4, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(4, 1, 4, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(4, 1, 4, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(4, 1, 4, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(4, 2, 3, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(4, 2, 3, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(4, 2, 3, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(4, 2, 3, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(4, 2, 3, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(4, 3, 2, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(4, 3, 2, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(4, 3, 2, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(4, 3, 2, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(4, 3, 2, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(4, 4, 1, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(4, 4, 1, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(4, 4, 1, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(4, 4, 1, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(4, 4, 1, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(5, 1, 3, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(5, 1, 3, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(5, 1, 3, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(5, 1, 3, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(5, 1, 3, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(5, 2, 2, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(5, 2, 2, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(5, 2, 2, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(5, 2, 2, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(5, 2, 2, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(5, 3, 1, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(5, 3, 1, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(5, 3, 1, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(5, 3, 1, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(5, 3, 1, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(6, 1, 2, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(6, 1, 2, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(6, 1, 2, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(6, 1, 2, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(6, 1, 2, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(6, 2, 1, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(6, 2, 1, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(6, 2, 1, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(6, 2, 1, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(6, 2, 1, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(7, 1, 1, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(7, 1, 1, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(7, 1, 1, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(7, 1, 1, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(7, 1, 1, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
2,"(6, 9)",4,"(6, 9, 1, 8)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
2,"(6, 9)",4,"(6, 9, 2, 7)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
2,"(6, 9)",4,"(6, 9, 3, 6)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
2,"(6, 9)",4,"(6, 9, 4, 5)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
2,"(6, 9)",4,"(6, 9, 5, 4)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
2,"(6, 9)",4,"(6, 9, 6, 3)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
2,"(6, 9)",4,"(6, 9, 7, 2)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
2,"(6, 9)",4,"(6, 9, 8, 1)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
2,"(7, 8)",2,"(16, 8)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
2,"(7, 8)",3,"(16, 1, 7)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
2,"(7, 8)",3,"(16, 2, 6)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
2,"(7, 8)",3,"(16, 3, 5)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
2,"(7, 8)",3,"(16, 4, 4)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
2,"(7, 8)",3,"(16, 5, 3)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
2,"(7, 8)",3,"(16, 6, 2)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
2,"(7, 8)",3,"(16, 7, 1)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
2,"(8, 7)",2,"(8, 16)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
2,"(8, 7)",2,"(17, 7)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
2,"(8, 7)",3,"(8, 1, 15)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
2,"(8, 7)",3,"(8, 2, 14)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
2,"(8, 7)",3,"(8, 3, 13)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
2,"(8, 7)",3,"(8, 4, 12)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
2,"(8, 7)",3,"(8, 5, 11)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
2,"(8, 7)",3,"(8, 6, 10)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
2,"(8, 7)",3,"(8, 7, 9)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
2,"(8, 7)",3,"(8, 8, 8)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
2,"(8, 7)",3,"(8, 9, 7)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
2,"(8, 7)",3,"(8, 10, 6)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
2,"(8, 7)",3,"(8, 11, 5)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
2,"(8, 7)",3,"(8, 12, 4)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
2,"(8, 7)",3,"(8, 13, 3)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
2,"(8, 7)",3,"(8, 14, 2)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
2,"(8, 7)",3,"(8, 15, 1)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
2,"(8, 7)",3,"(17, 1, 6)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
2,"(8, 7)",3,"(17, 2, 5)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
2,"(8, 7)",3,"(17, 3, 4)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
2,"(8, 7)",3,"(17, 4, 3)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
2,"(8, 7)",3,"(17, 5, 2)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
2,"(8, 7)",3,"(17, 6, 1)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
2,"(9, 6)",4,"(9, 9, 1, 5)",15,5,24,5,15,5,15,5,24,5,21,4,39,4,33
2,"(9, 6)",4,"(9, 9, 2, 4)",15,5,24,5,15,5,15,5,24,5,21,4,39,4,33
2,"(9, 6)",4,"(9, 9, 3, 3)",15,5,24,5,15,5,15,5,24,5,21,4,39,4,33
2,"(9, 6)",4,"(9, 9, 4, 2)",15,5,24,5,15,5,15,5,24,5,21,4,39,4,33
2,"(9, 6)",4,"(9, 9, 5, 1)",15,5,24,5,15,5,15,5,24,5,21,4,39,4,33
3,"(1, 5, 9)",4,"(6, 9, 1, 8)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(1, 5, 9)",4,"(6, 9, 2, 7)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(1, 5, 9)",4,"(6, 9, 3, 6)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(1, 5, 9)",4,"(6, 9, 4, 5)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(1, 5, 9)",4,"(6, 9, 5, 4)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(1, 5, 9)",4,"(6, 9, 6, 3)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(1, 5, 9)",4,"(6, 9, 7, 2)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(1, 5, 9)",4,"(6, 9, 8, 1)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(1, 6, 8)",2,"(16, 8)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(1, 6, 8)",3,"(16, 1, 7)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(1, 6, 8)",3,"(16, 2, 6)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(1, 6, 8)",3,"(16, 3, 5)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(1, 6, 8)",3,"(16, 4, 4)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(1, 6, 8)",3,"(16, 5, 3)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(1, 6, 8)",3,"(16, 6, 2)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(1, 6, 8)",3,"(16, 7, 1)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(1, 7, 7)",2,"(8, 16)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(1, 7, 7)",2,"(17, 7)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(8, 1, 15)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(8, 2, 14)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(8, 3, 13)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(8, 4, 12)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(8, 5, 11)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(8, 6, 10)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(8, 7, 9)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(8, 8, 8)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(8, 9, 7)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(8, 10, 6)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(8, 11, 5)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(8, 12, 4)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(8, 13, 3)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(8, 14, 2)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(8, 15, 1)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(17, 1, 6)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(17, 2, 5)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(17, 3, 4)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(17, 4, 3)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(17, 5, 2)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
3,"(1, 7, 7)",3,"(17, 6, 1)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
3,"(1, 8, 6)",4,"(9, 9, 1, 5)",15,5,24,5,15,5,15,5,24,5,21,4,39,4,33
3,"(1, 8, 6)",4,"(9, 9, 2, 4)",15,5,24,5,15,5,15,5,24,5,21,4,39,4,33
3,"(1, 8, 6)",4,"(9, 9, 3, 3)",15,5,24,5,15,5,15,5,24,5,21,4,39,4,33
3,"(1, 8, 6)",4,"(9, 9, 4, 2)",15,5,24,5,15,5,15,5,24,5,21,4,39,4,33
3,"(1, 8, 6)",4,"(9, 9, 5, 1)",15,5,24,5,15,5,15,5,24,5,21,4,39,4,33
3,"(2, 4, 9)",4,"(6, 9, 1, 8)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(2, 4, 9)",4,"(6, 9, 2, 7)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(2, 4, 9)",4,"(6, 9, 3, 6)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(2, 4, 9)",4,"(6, 9, 4, 5)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(2, 4, 9)",4,"(6, 9, 5, 4)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(2, 4, 9)",4,"(6, 9, 6, 3)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(2, 4, 9)",4,"(6, 9, 7, 2)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(2, 4, 9)",4,"(6, 9, 8, 1)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(2, 5, 8)",2,"(16, 8)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(2, 5, 8)",3,"(16, 1, 7)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(2, 5, 8)",3,"(16, 2, 6)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(2, 5, 8)",3,"(16, 3, 5)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(2, 5, 8)",3,"(16, 4, 4)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(2, 5, 8)",3,"(16, 5, 3)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(2, 5, 8)",3,"(16, 6, 2)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(2, 5, 8)",3,"(16, 7, 1)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(2, 6, 7)",2,"(8, 16)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(2, 6, 7)",2,"(17, 7)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(8, 1, 15)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(8, 2, 14)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(8, 3, 13)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(8, 4, 12)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(8, 5, 11)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(8, 6, 10)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(8, 7, 9)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(8, 8, 8)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(8, 9, 7)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(8, 10, 6)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(8, 11, 5)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(8, 12, 4)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(8, 13, 3)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(8, 14, 2)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(8, 15, 1)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(17, 1, 6)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(17, 2, 5)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(17, 3, 4)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(17, 4, 3)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(17, 5, 2)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
3,"(2, 6, 7)",3,"(17, 6, 1)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
3,"(2, 7, 6)",4,"(9, 9, 1, 5)",15,5,24,5,15,5,15,5,24,5,21,4,39,4,33
3,"(2, 7, 6)",4,"(9, 9, 2, 4)",15,5,24,5,15,5,15,5,24,5,21,4,39,4,33
3,"(2, 7, 6)",4,"(9, 9, 3, 3)",15,5,24,5,15,5,15,5,24,5,21,4,39,4,33
3,"(2, 7, 6)",4,"(9, 9, 4, 2)",15,5,24,5,15,5,15,5,24,5,21,4,39,4,33
3,"(2, 7, 6)",4,"(9, 9, 5, 1)",15,5,24,5,15,5,15,5,24,5,21,4,39,4,33
3,"(3, 3, 9)",4,"(6, 9, 1, 8)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(3, 3, 9)",4,"(6, 9, 2, 7)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(3, 3, 9)",4,"(6, 9, 3, 6)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(3, 3, 9)",4,"(6, 9, 4, 5)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(3, 3, 9)",4,"(6, 9, 5, 4)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(3, 3, 9)",4,"(6, 9, 6, 3)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(3, 3, 9)",4,"(6, 9, 7, 2)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(3, 3, 9)",4,"(6, 9, 8, 1)",15,5,24,5,15,5,15,5,21,4,24,5,39,4,33
3,"(3, 4, 8)",2,"(16, 8)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(3, 4, 8)",3,"(16, 1, 7)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(3, 4, 8)",3,"(16, 2, 6)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(3, 4, 8)",3,"(16, 3, 5)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(3, 4, 8)",3,"(16, 4, 4)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(3, 4, 8)",3,"(16, 5, 3)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(3, 4, 8)",3,"(16, 6, 2)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(3, 4, 8)",3,"(16, 7, 1)",15,5,24,5,24,5,15,5,31,5,32,4,39,4,33
3,"(3, 5, 7)",2,"(8, 16)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(3, 5, 7)",2,"(17, 7)",15,5,24,5,24,5,15,5,32,4,31,5,39,4,33
3,"(3, 5, 7)",3,"(8, 1, 15)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(3, 5, 7)",3,"(8, 2, 14)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(3, 5, 7)",3,"(8, 3, 13)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
3,"(3, 5, 7)",3,"(8, 4, 12)",15,5,24,5,15,5,24,5,23,4,31,5,39,4,33
